record,uuid,date,s2,s3,s4,s5r1,s5r2,s5r3,s5r4,s5r5,s5r6,s5r7,s6,s6r22oe,origcat,state,akc,alc,arc,azc,cac,coc,ctc,dec,flc,gac,hic,iac,idc,ilc,inc,ksc,kyc,lac,mac,mec,mdc,mic,mnc,moc,msc,mtc,ncc,ndc,nec,nhc,nmc,nvc,njc,nyc,ohc,okc,orc,pac,ric,scc,sdc,tnc,txc,utc,vac,vtc,wac,wic,wvc,wyc,s9,educat,s10,q1,q2,splitassignment1,pipeq3r1,pipeq3r2,pipeq3none,q3,q3r8oe,pipeq4r3,pipeq4r2,pipeq4none,q4r1,q4r2,q4r3,q4r4,q4r5,q4r6,q4r7,q4r8,q4r9,q5,q6,q7,q8r1,q8r2,q8r3,q8r4,q8r5,q8r6,q8r7,q8r8,q8r9,q8r10,q8r11,q8r12,q9,q10,q11,q12,q13,q14r1,q14r2,q14r3,q14r4,q14r5,q15,q16,q17r1,q18,q19,q20r1,q20r2,q20r3,q20r4,q20r5,q21,q71,q22,q23,q24,q25,q26,q27,q28,q29r1,q29r2,q29r3,q29r4,q29r5,q29r6,q30r1,q30r2,q30r3,q30r4,q30r5,q30r6,q30r7,q30r8,oaxaca_treatments,q31,q32,q33,q34,q35r1,q35r2,q35r3,q35r4,q35r5,q36,q37,q37r8oe,q38,q38r8oe,q39,q40,q41,q42,q43,q44,q45,q46,q47,q48,q49,q50r1,q50r2,q50r3,q50r4,q50r5,q50r6,q50r7,q50r7oe,q51,q52r1,q52r2,q52r3,q52r4,q52r5,q52r6,q52r7,q52r8,q52r9,q52r10,q52r11,q52r12,q52r13,q52r14,q72,q53a,q53b,q54,q55,q56r1,q56r2,q56r3,q56r4,q56r5,q56r6,q56r7,q56r8,q56r9,q57,q58,q59,q60,q61,q62,q63r1,q63r2,q63r3,q63r4,q63r5,q63r6,q63r7,q64,q65,q66,q67,q68r1,q68r2,q68r3,q68r4,q68r5,q68r6,q68r7,q68r8,q69r1,q69r2,q69r3,q69r4,q69r5,q69r6,q69r7,q69r8,q69r9,q69r10,q69r11,q69r12,q69r13,q69r14,q69r15,q69r16,q69r17,q69r18,q69r19,q69r20,q69r21,q69r22,q69r23,q69r24,q69r25,q69r26,q69r27,q69r28,q69r29,q69r30,q69r31,q69r32,q69r31oe,q70,vlist,qtime,vmobiledevice,vmobileos,start_date,declang,weight
123,"qru0r29e0v2bec6q",23apr2025 13:15:00,5,2,2,0,1,0,0,0,0,0,13,"",1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,3,1,1,50,2,1,1,0,0,1,"",1,0,0,1,1,3,3,3,3,1,2,1,4,,2,0,0,0,0,0,0,0,0,0,,0,1,5,5,5,3,,1,0,0,0,0,4,4,2,3,4,0,0,0,0,1,3,3,1,1,3,,3,10,1,2,3,3,3,3,3,0,0,0,1,0,0,0,0,4,5,5,2,4,0,0,0,0,1,3,3,"",,"",3,3,4,1,5,2,5,1,1,3,3,,,,,,,,"",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,1,5,0,0,0,0,1,0,0,0,0,1,3,13,1,3,4,0,0,0,0,0,0,1,1,2,1,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","89103",1,2508.09,6,6,23apr2025 12:32:00,"spanish",.897145
125,"grqabpj2hnf722q5",23apr2025 13:18:00,5,2,2,0,1,0,0,0,0,0,13,"",1,14,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,55,2,1,1,0,0,3,"",1,0,0,3,2,2,2,3,2,2,1,2,1,,1,0,0,0,0,0,0,0,0,0,,0,1,5,5,5,5,,1,0,0,0,0,1,1,1,2,2,0,0,0,0,1,2,1,1,2,1,,1,1,3,2,3,2,2,2,2,0,0,0,0,0,0,0,1,2,3,5,1,4,0,0,0,0,1,2,3,"",,"",3,3,1,1,1,5,4,4,2,1,3,,,,,,,,"",,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,2,0,,,0,0,0,0,0,0,0,0,1,,3,1,1,3,4,0,0,0,1,1,0,0,1,2,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","60525",1,726.11,6,6,23apr2025 12:35:00,"spanish",.897145
128,"fkyq36jy7dhha9gc",23apr2025 13:26:00,3,1,2,0,1,0,0,0,0,0,13,"",1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,4,2,4,11,2,2,0,1,0,4,"",0,1,0,2,2,2,2,2,2,2,2,2,,4,1,0,0,0,0,0,0,0,0,1,0,,0,5,5,5,,5,1,0,0,0,0,2,1,7,3,4,0,0,0,0,1,1,1,3,1,,2,4,2,4,2,2,2,2,2,2,0,0,0,0,0,0,0,1,1,5,3,2,4,1,0,0,0,0,5,,"",3,"",3,2,1,2,4,4,3,4,1,1,3,,,,,,,,"",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,4,6,0,0,0,0,0,0,0,0,1,,1,13,4,4,3,0,0,0,0,0,0,1,,3,,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","89048",1,2206.44,6,6,23apr2025 12:48:00,"spanish",.6558228
147,"v1uz1s84hvacae3a",23apr2025 14:12:00,6,1,2,0,1,0,0,0,0,0,13,"",1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,1,1,1,42,1,2,0,1,0,1,"",0,1,0,3,1,2,2,3,2,2,2,2,,1,2,0,0,0,0,0,0,0,0,1,,0,0,5,3,3,,5,1,0,1,0,0,1,1,7,2,4,0,0,0,0,1,3,3,5,5,,2,1,5,3,2,3,3,3,2,2,0,0,0,1,0,0,0,0,4,4,4,3,4,0,0,0,0,1,5,,"",4,"",3,2,1,1,3,5,5,1,3,3,3,,,,,,,,"",,0,1,0,0,1,0,0,0,0,0,1,0,1,0,3,3,0,,,1,1,0,0,0,0,1,1,0,1,3,8,1,2,4,0,0,0,0,1,1,0,1,3,,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","89523",1,2619.16,6,6,23apr2025 13:27:00,"spanish",1.31741
154,"n9gt02uztvnwvgs3",29apr2025 15:21:00,5,2,2,0,1,0,0,0,0,0,7,"",4,10,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,13,2,2,0,1,0,3,"",0,1,0,3,3,2,2,3,1,2,2,1,,1,2,0,0,0,0,0,0,1,0,1,,0,0,5,5,5,,5,0,0,0,0,1,2,1,7,3,5,0,0,0,0,1,3,3,2,2,,3,1,4,4,2,2,2,2,2,2,0,1,1,0,0,0,1,0,1,1,3,2,3,1,0,0,0,0,6,,"",3,"",3,1,1,1,2,4,5,2,1,1,3,,,,,,,,"",,1,1,0,0,1,0,1,1,1,1,1,1,0,0,2,2,0,,,0,0,0,0,0,0,1,0,0,1,3,9,2,2,1,0,0,0,0,1,0,0,2,3,,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","33010",1,2226.8,6,6,23apr2025 13:40:00,"spanish",.5629146
158,"3rsqgt4f4rzpndrr",26apr2025 16:09:00,6,2,2,0,1,0,0,0,0,0,13,"",1,11,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,25,2,1,1,0,0,3,"",1,0,0,1,3,2,3,2,3,3,2,2,1,,1,0,0,0,0,0,0,0,0,1,0,,0,5,5,5,5,,1,0,0,0,0,1,2,6,1,1,0,0,0,0,1,2,2,2,2,3,,4,4,1,3,3,3,3,2,3,0,0,1,1,1,0,0,0,3,5,5,1,4,0,0,0,0,1,1,3,"",,"",3,1,1,1,1,5,5,1,1,2,3,,,,,,,,"",,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,2,3,1,3,1,0,0,0,0,0,1,0,0,1,3,10,1,2,4,0,0,0,0,1,0,0,,2,1,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","30721",1,1280.85,6,6,23apr2025 13:51:00,"spanish",1.451264
159,"b6bxh1afm997nfeg",23apr2025 14:26:00,4,2,2,0,1,0,0,0,0,0,13,"",1,10,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,34,2,2,0,1,0,1,"",0,1,0,2,2,2,2,2,2,2,2,2,,1,1,1,0,0,0,0,0,1,0,1,,0,0,5,5,5,,4,0,0,1,0,0,4,4,7,3,4,0,0,0,0,1,3,3,2,1,,3,4,2,1,2,2,3,2,2,2,0,0,0,0,0,0,0,1,3,3,5,2,4,0,0,0,0,1,3,,"",3,"",4,1,2,2,3,4,4,4,1,1,3,,,,,,,,"",,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,3,2,1,0,0,0,0,0,0,0,0,1,,3,1,2,3,4,1,0,0,0,0,0,0,1,3,,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","34113",1,1921.91,6,6,23apr2025 13:53:00,"spanish",.9868595
178,"8en4syhe8a7fn18e",23apr2025 15:23:00,3,2,2,0,1,0,0,0,0,0,11,"",2,10,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,30,2,1,1,0,0,6,"",1,0,0,2,2,2,2,2,2,2,2,2,2,,1,0,0,0,0,0,0,0,0,1,1,,0,5,5,3,2,,0,0,0,1,0,2,1,7,1,3,0,0,0,0,1,2,3,1,2,3,,2,4,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,2,5,4,3,4,0,0,0,0,1,1,4,"",,"",4,2,1,2,1,4,4,2,2,3,3,,,,,,,,"",,1,1,0,1,1,0,0,0,0,1,1,1,1,0,3,2,2,2,2,1,1,0,0,0,0,1,0,0,4,2,4,2,4,4,0,0,0,1,1,0,0,,3,,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","33610",1,1998.12,6,6,23apr2025 14:49:00,"spanish",1.092716
182,"h6fygv944d9pub7a",23apr2025 16:39:00,5,2,2,0,1,0,0,0,0,0,13,"",1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,1,1,30,1,1,1,0,0,1,"",1,0,0,3,3,2,2,2,2,2,1,2,2,,1,1,0,0,0,0,0,0,0,1,,1,0,5,5,3,4,,0,0,0,0,1,1,2,7,3,4,0,0,0,0,1,1,1,2,1,2,,3,5,3,3,3,3,3,3,2,0,1,1,1,1,0,0,0,2,3,5,3,4,0,1,0,1,0,4,3,"",,"",2,2,1,1,2,4,4,3,1,3,3,,,,,,,,"",,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2,2,0,,,1,1,0,0,0,0,1,0,0,1,3,2,3,2,4,0,0,0,0,0,0,1,1,2,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","10463",1,2145.21,6,6,23apr2025 14:55:00,"english",1.184231
183,"a3693j5zvgvsxncq",23apr2025 16:48:00,3,1,2,0,1,0,0,0,0,0,17,"",3,11,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,4,23,2,2,0,1,0,4,"",0,1,0,2,2,2,2,2,2,3,2,2,,3,2,0,0,0,0,0,0,0,0,0,0,,1,5,5,2,,5,0,0,0,0,1,4,4,6,1,5,0,0,0,0,1,1,1,2,5,,2,3,2,5,2,2,2,2,2,2,0,1,0,0,0,0,1,0,3,3,3,3,5,0,0,0,0,1,6,,"",4,"",2,2,4,5,3,5,4,3,3,3,3,,,,,,,,"",,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,,,0,0,0,0,0,0,0,0,1,,4,13,3,3,4,1,0,0,0,0,0,0,,3,,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","07087",1,1659.26,6,6,23apr2025 14:55:00,"spanish",.7233339
202,"nv2rf1vzjv05veuf",23apr2025 16:25:00,4,1,2,0,1,0,0,0,0,0,13,"",1,10,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,24,2,1,1,0,0,3,"",1,0,0,2,2,2,2,2,2,2,2,2,1,,2,0,0,0,0,0,0,0,1,1,,1,0,5,5,5,5,,0,0,0,1,0,2,2,7,2,4,0,0,0,0,1,1,1,1,1,1,,1,4,4,2,2,2,2,2,2,0,0,0,0,0,0,1,0,1,1,1,1,2,0,0,0,0,1,1,4,"",,"",3,2,1,1,1,5,5,1,1,1,3,,,,,,,,"",,1,1,0,0,1,0,0,0,0,1,1,1,1,0,3,4,2,2,2,1,1,0,0,0,0,1,0,0,1,2,6,1,4,4,1,0,0,0,0,0,0,1,1,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","33809",1,1777.7,6,6,23apr2025 15:55:00,"spanish",1.053928
206,"yjfrj14k268t1sfb",23apr2025 16:59:00,4,2,2,0,1,0,0,0,0,0,13,"",1,14,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,36,2,1,1,0,0,3,"",1,0,0,2,1,2,2,2,2,1,2,1,3,,1,0,0,0,0,0,0,0,0,1,,0,0,5,5,3,5,,0,1,0,0,0,1,2,7,3,4,0,0,0,0,1,3,3,1,2,3,,1,5,1,2,3,2,2,2,2,0,0,0,0,1,0,0,0,1,2,2,3,3,0,0,0,0,1,3,4,"",,"",2,1,2,1,2,5,5,2,2,3,3,,,,,,,,"",,1,1,0,0,1,0,1,1,1,1,0,1,1,0,3,3,1,2,2,1,0,0,0,0,0,0,0,0,1,3,4,1,1,4,0,0,0,0,0,0,1,1,3,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","60156",1,1823.95,6,6,23apr2025 16:27:00,"english",.897145
207,"k8qtnz434acqd8qr",23apr2025 17:28:00,4,2,2,0,1,0,0,0,0,0,13,"",1,5,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,6,47,1,2,0,1,0,1,"",0,1,0,2,2,2,2,3,3,1,1,2,,1,2,0,0,0,0,0,0,1,0,0,0,,0,5,5,3,,4,0,0,0,1,0,4,4,7,2,3,0,0,0,0,1,3,3,3,1,,3,3,15,3,2,2,2,2,3,2,0,0,0,0,0,1,0,0,4,3,2,3,3,0,0,0,0,1,5,,"",1,"",2,3,2,2,4,4,3,4,2,1,3,,,,,,,,"",,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,1,2,3,0,0,0,0,0,0,0,0,1,,3,13,1,2,4,0,0,0,0,1,0,0,,2,2,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","92126",1,1999.52,6,6,23apr2025 16:48:00,"english",.8059912
211,"r1ah4nvkv3bgvqfh",23apr2025 17:33:00,5,2,2,0,1,0,0,0,0,0,13,"",1,10,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,1,12,1,2,0,1,0,1,"",0,1,0,2,2,2,2,2,2,2,2,2,,4,2,0,0,0,0,0,0,0,0,1,,1,0,3,3,3,,3,0,0,0,1,0,2,1,7,2,2,0,0,0,0,1,3,3,5,5,,2,2,1,1,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,5,5,2,3,0,0,0,0,1,6,,"",3,"",3,3,2,3,4,5,5,4,3,3,3,,,,,,,,"",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,0,,,0,0,0,0,0,0,1,0,0,2,4,13,2,3,2,1,0,0,0,0,0,0,1,1,2,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","33312",1,2023.98,6,6,23apr2025 16:58:00,"spanish",.897145
219,"spyw36evy8hmrvp3",23apr2025 18:05:00,6,2,2,0,1,0,0,0,0,0,13,"",1,14,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,32,2,1,1,0,0,1,"",1,0,0,2,2,2,2,2,2,1,1,1,2,,1,0,0,0,0,0,0,0,1,1,0,,0,5,5,5,3,,0,1,1,0,0,1,1,5,2,4,0,0,0,0,1,1,4,1,1,2,,4,2,1,3,3,3,2,2,2,0,1,0,0,1,0,0,0,3,2,4,2,4,0,0,0,1,0,6,3,"",,"",3,2,2,2,1,4,4,1,1,3,3,,,,,,,,"",,1,1,0,0,0,0,0,1,1,0,0,0,0,0,3,3,0,,,0,0,0,0,0,0,0,0,1,,1,2,2,3,4,1,0,0,0,0,0,0,,2,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","60804",1,1792.13,6,6,23apr2025 17:33:00,"spanish",1.451264
222,"wqbetbrrksgg7cew",23apr2025 18:30:00,6,1,2,0,1,0,0,0,0,0,13,"",1,10,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,2,2,2,0,1,0,1,"",0,1,0,2,1,1,2,2,1,1,2,1,,4,1,0,0,0,0,0,0,0,0,0,,0,1,5,4,2,,2,0,0,0,1,0,3,2,2,1,3,0,0,0,0,1,1,1,1,2,,2,2,20,4,2,2,2,2,2,1,0,1,1,0,1,1,1,0,2,3,4,3,2,0,0,0,0,1,4,,"",3,"",3,3,1,2,1,5,5,4,3,1,3,,,,,,,,"",,0,1,1,0,1,0,1,0,0,0,0,0,1,0,3,3,0,,,0,1,0,0,0,0,1,0,0,1,3,8,3,2,1,0,0,0,0,1,1,0,1,2,2,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","33033",1,2176.71,6,6,23apr2025 17:47:00,"spanish",1.594066
224,"pm9zztkas8s61bf7",23apr2025 18:46:00,6,2,2,0,1,0,0,0,0,0,13,"",1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,1,1,1,61,2,1,1,0,0,6,"",1,0,0,3,3,3,2,3,3,3,3,3,1,,2,0,0,0,0,0,0,0,0,0,,0,1,3,3,3,3,,0,0,1,0,0,1,4,3,1,5,0,0,0,0,1,3,4,5,5,3,,5,5,5,2,2,2,2,2,2,0,0,0,0,0,0,0,1,3,3,3,3,5,0,0,0,0,1,6,3,"",,"",1,3,4,5,5,4,4,3,4,1,3,,,,,,,,"",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,,,0,0,0,0,0,0,0,0,1,,3,10,2,4,3,0,0,0,0,0,0,1,1,2,2,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","98247",1,2777.71,6,6,23apr2025 18:00:00,"spanish",1.233574
227,"916ekwx7gg7fxevk",23apr2025 18:48:00,5,1,2,0,1,0,0,0,0,0,13,"",1,5,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,51,2,1,1,0,0,3,"",1,0,0,2,3,3,2,3,3,3,2,2,4,,1,0,0,0,0,0,0,0,0,0,,0,1,5,4,3,4,,0,0,0,0,1,4,2,5,3,4,0,0,0,0,1,1,3,2,1,2,,3,5,2,3,2,3,3,2,2,0,0,0,0,0,0,0,1,4,1,1,2,3,0,0,0,1,0,6,4,"",,"",2,1,2,2,4,5,1,4,3,1,3,,,,,,,,"",,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,2,2,1,0,0,0,0,0,0,0,0,1,,3,5,3,3,2,0,0,0,0,0,0,1,1,2,2,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","91311",1,2353.05,6,6,23apr2025 18:08:00,"spanish",1.006022
229,"cdae10601hx42y54",23apr2025 18:55:00,5,2,2,0,1,0,0,0,0,0,13,"",1,5,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,34,1,2,0,1,0,1,"",0,1,0,3,2,2,2,2,3,2,2,2,,3,2,1,0,0,0,0,0,0,0,0,1,,0,5,5,5,,5,0,0,0,1,0,2,1,7,2,4,0,0,0,0,1,1,1,2,2,,2,1,7,2,3,3,3,2,2,2,0,0,0,1,1,0,0,0,2,3,4,2,4,0,0,0,0,1,2,,"",3,"",4,2,1,1,2,5,5,1,1,3,3,,,,,,,,"",,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,1,4,1,1,0,0,0,0,1,0,0,1,3,5,4,2,1,0,0,0,0,0,0,1,,2,1,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","95605",1,2147.98,6,6,23apr2025 18:18:00,"spanish",1.108238
231,"nx65q3cpevb7x1es",23apr2025 19:01:00,4,2,2,0,1,0,0,0,0,0,5,"",3,14,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,38,2,1,1,1,0,6,"",1,0,0,2,1,2,2,2,2,2,2,1,4,,2,0,0,0,0,0,0,0,0,1,,0,0,5,5,5,4,,1,0,0,0,0,2,2,7,3,4,0,0,0,0,1,3,3,2,1,3,,1,1,2,2,3,2,2,2,2,0,0,0,1,0,0,0,0,4,3,2,3,4,0,0,0,0,1,2,3,"",,"",3,2,1,1,2,4,4,1,1,3,3,,,,,,,,"",,1,1,0,1,1,0,0,1,1,1,1,0,0,0,2,3,1,1,3,0,0,0,0,0,0,0,0,1,,3,2,1,1,3,0,0,0,1,1,1,0,1,3,,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","60638",1,1700.49,6,6,23apr2025 18:26:00,"spanish",.7915985
232,"t18e63u5aqgwdhgz",23apr2025 19:14:00,6,2,2,0,1,0,0,0,0,0,13,"",1,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,76,2,2,0,1,0,6,"",0,1,0,2,2,2,2,2,2,2,2,2,,1,1,1,1,0,0,0,0,1,1,1,,1,0,5,5,5,,2,0,1,0,0,0,1,2,6,2,4,0,0,0,0,1,1,1,1,1,,3,1,6,1,2,3,3,2,2,3,0,0,0,0,1,0,0,0,3,5,3,2,4,0,0,0,1,0,4,,"",3,"",3,1,1,1,3,5,5,3,1,2,3,,,,,,,,"",,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,2,2,1,2,1,1,0,0,0,0,1,0,0,4,3,10,1,1,2,0,0,0,1,0,0,0,1,2,1,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","94544",1,2025.43,6,6,23apr2025 18:40:00,"spanish",.9420023
233,"m5sbdvt20j3mb1mx",23apr2025 19:51:00,6,1,2,0,1,0,0,0,0,0,13,"",1,5,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,26,2,2,0,1,0,1,"",0,1,0,2,1,1,2,2,2,1,2,2,,1,2,0,0,0,0,0,0,1,0,1,,1,0,5,5,5,,3,0,0,1,0,0,2,1,6,2,4,0,0,0,0,1,1,1,1,1,,2,1,5,2,3,3,3,3,2,2,0,1,1,0,0,0,0,0,1,1,2,1,4,0,0,0,0,1,4,,"",4,"",3,2,1,1,2,5,5,3,1,1,3,,,,,,,,"",,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,3,1,3,2,0,0,0,0,0,0,1,0,0,4,3,5,1,2,2,0,0,0,1,1,1,0,1,3,,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","90059",1,2040.33,6,6,23apr2025 19:17:00,"spanish",1.006022
244,"xz2nc5bbmy9a6atj",24apr2025 12:31:00,4,1,2,0,1,0,0,0,0,0,13,"",1,11,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,1,24,1,1,1,0,0,5,"",1,0,0,2,2,2,2,2,2,2,2,2,1,,2,0,0,0,0,0,0,0,0,0,,1,0,5,5,5,1,,0,0,0,1,0,1,1,7,2,4,0,0,0,0,1,1,1,2,1,2,,2,1,5,2,2,2,2,2,2,0,0,0,0,0,0,1,0,1,5,3,2,5,0,0,0,0,1,5,3,"",,"",3,3,3,1,4,5,5,4,4,1,3,,,,,,,,"",,1,1,0,1,1,0,1,0,1,1,1,1,1,0,2,6,0,,,0,0,0,0,0,0,0,0,1,,3,8,1,3,4,0,0,0,0,1,0,0,1,1,2,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","30519",1,1510.55,6,6,24apr2025 12:06:00,"spanish",.8710146
248,"2hw3mqsasc7mxjsr",24apr2025 12:47:00,3,1,2,0,1,0,0,0,0,0,12,"",2,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,8,2,2,0,1,0,1,"",0,1,0,2,2,2,2,2,2,1,2,2,,2,2,0,0,0,0,0,0,0,0,0,0,,1,5,5,5,,2,0,0,0,1,0,3,3,4,3,4,0,0,0,0,1,1,1,1,1,,3,4,10,3,2,2,2,2,1,2,0,1,0,0,0,0,0,0,2,1,2,2,3,0,0,0,1,0,2,,"",3,"",3,1,1,2,2,5,5,3,2,1,3,,,,,,,,"",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,2,3,0,0,0,0,0,0,0,0,1,,2,4,2,3,1,0,0,0,1,0,0,0,,3,,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","94602",1,2098.83,6,6,24apr2025 12:08:00,"spanish",1.113934
